experiment,park_id,variant,r2,energy_ratio,wasserstein,rmse_n,mae_n,n_hours,outlier_share,bias_n,commissioning_date,age_years_2023_12
M4all_noage,01200_1,raw,0.079879,1.552785,0.151956,0.279951,0.171561,7512,0.127396,0.151956,2012-01-01,11.92
M4all_noage,01200_1,clean,0.614632,1.39829,0.11081,0.174863,0.124101,6555,0.127396,0.11015,2012-01-01,11.92
M4all_noage,01200_1,clean_exkl_curt,0.588153,1.415295,0.110924,0.175194,0.124304,6555,0.127396,0.11015,2012-01-01,11.92
M4all_noage,01200_2,raw,0.369982,1.49887,0.142516,0.230952,0.156123,7512,0.140176,0.142512,2014-01-01,9.91
M4all_noage,01200_2,clean,0.44166,1.532356,0.13211,0.19602,0.138594,6459,0.140176,0.13204,2014-01-01,9.91
M4all_noage,01200_2,clean_exkl_curt,0.404515,1.554515,0.132386,0.196145,0.138737,6459,0.140176,0.13204,2014-01-01,9.91
M4all_noage,01303_1,raw,0.574081,1.386903,0.084597,0.153591,0.105957,7511,0.065504,0.084251,2009-02-02,14.83
M4all_noage,01303_1,clean,0.591604,1.411249,0.083941,0.138712,0.098172,7019,0.065504,0.083282,2009-02-02,14.83
M4all_noage,01303_1,clean_exkl_curt,0.564565,1.422848,0.082773,0.13719,0.096807,7019,0.065504,0.083282,2009-02-02,14.83
M4all_noage,01303_2,raw,0.650321,1.279472,0.056342,0.127634,0.08514,7511,0.080149,0.055816,2001-11-23,22.02
M4all_noage,01303_2,clean,0.69547,1.287362,0.053948,0.107678,0.075082,6909,0.080149,0.052808,2001-11-23,22.02
M4all_noage,01303_2,clean_exkl_curt,0.679781,1.290981,0.05249,0.105827,0.073463,6909,0.080149,0.052808,2001-11-23,22.02
M4all_noage,02483,raw,0.692893,0.948849,0.023719,0.199394,0.132221,7512,0.187167,-0.023712,2015-12-01,8.0
M4all_noage,02483,clean,0.890703,0.921388,0.03549,0.123045,0.088224,6106,0.187167,-0.03549,2015-12-01,8.0
M4all_noage,02483,clean_exkl_curt,0.88636,0.917819,0.036382,0.124385,0.08919,6106,0.187167,-0.03549,2015-12-01,8.0
M4all_noage,04745,raw,0.612741,1.219801,0.026349,0.087206,0.049669,7501,0.012398,0.02365,2003-06-01,20.5
M4all_noage,04745,clean,0.667362,1.202979,0.02452,0.078332,0.046725,7408,0.012398,0.021486,2003-06-01,20.5
M4all_noage,04745,clean_exkl_curt,0.646656,1.209325,0.023668,0.074075,0.044228,7408,0.012398,0.021486,2003-06-01,20.5
M4all_noage,05347,raw,0.549449,1.186305,0.051064,0.201994,0.125726,7511,0.228731,0.050474,2018-07-01,5.42
M4all_noage,05347,clean,0.786221,1.074081,0.046994,0.130359,0.085598,5793,0.228731,0.019042,2018-07-01,5.42
M4all_noage,05347,clean_exkl_curt,0.773946,1.071829,0.046862,0.130116,0.085582,5793,0.228731,0.019042,2018-07-01,5.42
M4all_noage,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M4all_noage,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M4all_noage,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M4all_noage,07374,raw,0.58031,1.247847,0.047642,0.135658,0.083353,7512,0.031949,0.047639,2002-05-17,21.54
M4all_noage,07374,clean,0.673189,1.207764,0.041212,0.119667,0.077273,7272,0.031949,0.041059,2002-05-17,21.54
M4all_noage,07374,clean_exkl_curt,0.677103,1.202347,0.038578,0.114883,0.074363,7272,0.031949,0.041059,2002-05-17,21.54
M4b,00198_1,raw,0.378496,1.088502,0.033812,0.216586,0.136316,7512,0.09558,0.023854,2013-09-01,10.25
M4b,00198_1,clean,0.536349,1.045913,0.036853,0.183274,0.120087,6794,0.09558,0.01271,2013-09-01,10.25
M4b,00198_1,clean_exkl_curt,0.511651,1.038316,0.036985,0.182826,0.119627,6794,0.09558,0.01271,2013-09-01,10.25
M4b,00198_2,raw,0.707921,1.010141,0.031215,0.181421,0.121947,3649,0.207728,0.003664,2018-12-13,4.97
M4b,00198_2,clean,0.870018,0.994592,0.026491,0.118924,0.084444,2891,0.207728,-0.001832,2018-12-13,4.97
M4b,00198_2,clean_exkl_curt,0.866016,0.992152,0.027058,0.119579,0.084884,2891,0.207728,-0.001832,2018-12-13,4.97
M4b,00282,raw,0.551515,0.909038,0.040131,0.220198,0.143232,7512,0.14976,-0.032694,2017-02-20,6.78
M4b,00282,clean,0.734569,0.818512,0.064377,0.1677,0.113221,6387,0.14976,-0.064368,2017-02-20,6.78
M4b,00282,clean_exkl_curt,0.729716,0.81593,0.064906,0.168191,0.113797,6387,0.14976,-0.064368,2017-02-20,6.78
M4b,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M4b,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M4b,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M4b,01200_1,raw,0.079879,1.552785,0.151956,0.279951,0.171561,7512,0.127396,0.151956,2012-01-01,11.92
M4b,01200_1,clean,0.614632,1.39829,0.11081,0.174863,0.124101,6555,0.127396,0.11015,2012-01-01,11.92
M4b,01200_1,clean_exkl_curt,0.588153,1.415295,0.110924,0.175194,0.124304,6555,0.127396,0.11015,2012-01-01,11.92
M4b,01200_2,raw,0.369982,1.49887,0.142516,0.230952,0.156123,7512,0.140176,0.142512,2014-01-01,9.91
M4b,01200_2,clean,0.44166,1.532356,0.13211,0.19602,0.138594,6459,0.140176,0.13204,2014-01-01,9.91
M4b,01200_2,clean_exkl_curt,0.404515,1.554515,0.132386,0.196145,0.138737,6459,0.140176,0.13204,2014-01-01,9.91
M4b,01303_1,raw,0.654097,1.309545,0.067752,0.138414,0.094049,7511,0.065504,0.067406,2009-02-02,14.83
M4b,01303_1,clean,0.686857,1.327426,0.066966,0.121463,0.085378,7019,0.065504,0.066307,2009-02-02,14.83
M4b,01303_1,clean_exkl_curt,0.666664,1.336132,0.065936,0.120033,0.084106,7019,0.065504,0.066307,2009-02-02,14.83
M4b,01303_2,raw,0.650321,1.279472,0.056342,0.127634,0.08514,7511,0.080149,0.055816,2001-11-23,22.02
M4b,01303_2,clean,0.69547,1.287362,0.053948,0.107678,0.075082,6909,0.080149,0.052808,2001-11-23,22.02
M4b,01303_2,clean_exkl_curt,0.679781,1.290981,0.05249,0.105827,0.073463,6909,0.080149,0.052808,2001-11-23,22.02
M4b,02483,raw,0.691341,0.938605,0.02846,0.199897,0.132703,7512,0.187167,-0.02846,2015-12-01,8.0
M4b,02483,clean,0.887451,0.911022,0.04017,0.124862,0.089204,6106,0.187167,-0.04017,2015-12-01,8.0
M4b,02483,clean_exkl_curt,0.882897,0.90717,0.041096,0.126266,0.090197,6106,0.187167,-0.04017,2015-12-01,8.0
M4b,04745,raw,0.612741,1.219801,0.026349,0.087206,0.049669,7501,0.012398,0.02365,2003-06-01,20.5
M4b,04745,clean,0.667362,1.202979,0.02452,0.078332,0.046725,7408,0.012398,0.021486,2003-06-01,20.5
M4b,04745,clean_exkl_curt,0.646656,1.209325,0.023668,0.074075,0.044228,7408,0.012398,0.021486,2003-06-01,20.5
M4b,05347,raw,0.549449,1.186305,0.051064,0.201994,0.125726,7511,0.228731,0.050474,2018-07-01,5.42
M4b,05347,clean,0.786221,1.074081,0.046994,0.130359,0.085598,5793,0.228731,0.019042,2018-07-01,5.42
M4b,05347,clean_exkl_curt,0.773946,1.071829,0.046862,0.130116,0.085582,5793,0.228731,0.019042,2018-07-01,5.42
M4b,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M4b,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M4b,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M4b,07374,raw,0.690481,1.057045,0.011439,0.1165,0.070001,7512,0.031949,0.010965,2002-05-17,21.54
M4b,07374,clean,0.764317,1.022312,0.007059,0.101622,0.064667,7272,0.031949,0.004409,2002-05-17,21.54
M4b,07374,clean_exkl_curt,0.767053,1.014365,0.005575,0.097578,0.062247,7272,0.031949,0.004409,2002-05-17,21.54
M4ball,00198_1,raw,0.391098,1.063319,0.033198,0.214379,0.135135,7512,0.09558,0.017067,2013-09-01,10.25
M4ball,00198_1,clean,0.547598,1.020812,0.037143,0.181037,0.118991,6794,0.09558,0.005761,2013-09-01,10.25
M4ball,00198_1,clean_exkl_curt,0.523097,1.012522,0.037451,0.18067,0.118567,6794,0.09558,0.005761,2013-09-01,10.25
M4ball,00198_2,raw,0.708024,1.004908,0.032072,0.181389,0.121878,3649,0.207728,0.001773,2018-12-13,4.97
M4ball,00198_2,clean,0.869586,0.989186,0.027694,0.119121,0.084495,2891,0.207728,-0.003663,2018-12-13,4.97
M4ball,00198_2,clean_exkl_curt,0.865552,0.986687,0.028271,0.119786,0.084934,2891,0.207728,-0.003663,2018-12-13,4.97
M4ball,00282,raw,0.551515,0.909038,0.040131,0.220198,0.143232,7512,0.14976,-0.032694,2017-02-20,6.78
M4ball,00282,clean,0.734569,0.818512,0.064377,0.1677,0.113221,6387,0.14976,-0.064368,2017-02-20,6.78
M4ball,00282,clean_exkl_curt,0.729716,0.81593,0.064906,0.168191,0.113797,6387,0.14976,-0.064368,2017-02-20,6.78
M4ball,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M4ball,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M4ball,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M4ball,01200_1,raw,0.129423,1.509398,0.140029,0.27231,0.162648,7512,0.127396,0.140029,2012-01-01,11.92
M4ball,01200_1,clean,0.667682,1.352416,0.098309,0.162381,0.114125,6555,0.127396,0.097463,2012-01-01,11.92
M4ball,01200_1,clean_exkl_curt,0.644796,1.367426,0.098395,0.162701,0.114318,6555,0.127396,0.097463,2012-01-01,11.92
M4ball,01200_2,raw,0.40961,1.469443,0.13411,0.223571,0.149343,7512,0.140176,0.134106,2014-01-01,9.91
M4ball,01200_2,clean,0.494022,1.497313,0.123427,0.186602,0.130831,6459,0.140176,0.123348,2014-01-01,9.91
M4ball,01200_2,clean_exkl_curt,0.460356,1.518149,0.123715,0.186722,0.130952,6459,0.140176,0.123348,2014-01-01,9.91
M4ball,01303_1,raw,0.654097,1.309545,0.067752,0.138414,0.094049,7511,0.065504,0.067406,2009-02-02,14.83
M4ball,01303_1,clean,0.686857,1.327426,0.066966,0.121463,0.085378,7019,0.065504,0.066307,2009-02-02,14.83
M4ball,01303_1,clean_exkl_curt,0.666664,1.336132,0.065936,0.120033,0.084106,7019,0.065504,0.066307,2009-02-02,14.83
M4ball,01303_2,raw,0.783163,1.067821,0.015957,0.100508,0.065158,7511,0.080149,0.013545,2001-11-23,22.02
M4ball,01303_2,clean,0.847338,1.058048,0.013878,0.076239,0.053985,6909,0.080149,0.010667,2001-11-23,22.02
M4ball,01303_2,clean_exkl_curt,0.838473,1.057388,0.013269,0.075161,0.053083,6909,0.080149,0.010667,2001-11-23,22.02
M4ball,02483,raw,0.691341,0.938605,0.02846,0.199897,0.132703,7512,0.187167,-0.02846,2015-12-01,8.0
M4ball,02483,clean,0.887451,0.911022,0.04017,0.124862,0.089204,6106,0.187167,-0.04017,2015-12-01,8.0
M4ball,02483,clean_exkl_curt,0.882897,0.90717,0.041096,0.126266,0.090197,6106,0.187167,-0.04017,2015-12-01,8.0
M4ball,04745,raw,0.718165,1.04839,0.010056,0.074395,0.042742,7501,0.012398,0.005207,2003-06-01,20.5
M4ball,04745,clean,0.764606,1.031578,0.008695,0.065895,0.040048,7408,0.012398,0.003343,2003-06-01,20.5
M4ball,04745,clean_exkl_curt,0.754568,1.035166,0.009117,0.061736,0.037612,7408,0.012398,0.003343,2003-06-01,20.5
M4ball,05347,raw,0.554007,1.179781,0.049635,0.20097,0.125085,7511,0.228731,0.048706,2018-07-01,5.42
M4ball,05347,clean,0.789955,1.067562,0.046424,0.129215,0.084994,5793,0.228731,0.017366,2018-07-01,5.42
M4ball,05347,clean_exkl_curt,0.777822,1.065101,0.046324,0.128996,0.084993,5793,0.228731,0.017366,2018-07-01,5.42
M4ball,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M4ball,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
M4ball,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M4ball,07374,raw,0.690481,1.057045,0.011439,0.1165,0.070001,7512,0.031949,0.010965,2002-05-17,21.54
M4ball,07374,clean,0.764317,1.022312,0.007059,0.101622,0.064667,7272,0.031949,0.004409,2002-05-17,21.54
M4ball,07374,clean_exkl_curt,0.767053,1.014365,0.005575,0.097578,0.062247,7272,0.031949,0.004409,2002-05-17,21.54
M5,00198_1,raw,0.430827,1.003623,0.032356,0.207267,0.131605,7512,0.09558,0.000976,2013-09-01,10.25
M5,00198_1,clean,0.582557,0.96109,0.038189,0.173902,0.115733,6794,0.09558,-0.010771,2013-09-01,10.25
M5,00198_1,clean_exkl_curt,0.559088,0.951726,0.038792,0.173719,0.115397,6794,0.09558,-0.010771,2013-09-01,10.25
M5,00198_2,raw,0.699382,0.923042,0.04843,0.184054,0.122756,3649,0.207728,-0.027806,2018-12-13,4.97
M5,00198_2,clean,0.849312,0.907222,0.046624,0.128046,0.088422,2891,0.207728,-0.031426,2018-12-13,4.97
M5,00198_2,clean_exkl_curt,0.844555,0.903702,0.047268,0.128801,0.088858,2891,0.207728,-0.031426,2018-12-13,4.97
M5,00282,raw,0.51075,0.832568,0.063886,0.229988,0.151047,7512,0.14976,-0.060179,2017-02-20,6.78
M5,00282,clean,0.670509,0.741045,0.091845,0.186844,0.125093,6387,0.14976,-0.091844,2017-02-20,6.78
M5,00282,clean_exkl_curt,0.664919,0.737988,0.092378,0.187269,0.125593,6387,0.14976,-0.091844,2017-02-20,6.78
M5,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M5,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M5,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M5,01200_1,raw,0.209489,1.429247,0.117996,0.259486,0.149068,7512,0.127396,0.117996,2012-01-01,11.92
M5,01200_1,clean,0.740255,1.270596,0.075513,0.14356,0.099728,6555,0.127396,0.074835,2012-01-01,11.92
M5,01200_1,clean_exkl_curt,0.722487,1.282358,0.075636,0.143811,0.099888,6555,0.127396,0.074835,2012-01-01,11.92
M5,01200_2,raw,0.479101,1.4135,0.118128,0.210001,0.136345,7512,0.140176,0.118125,2014-01-01,9.91
M5,01200_2,clean,0.581361,1.429591,0.106621,0.169735,0.11641,6459,0.140176,0.106551,2014-01-01,9.91
M5,01200_2,clean_exkl_curt,0.553672,1.447748,0.106909,0.169812,0.116401,6459,0.140176,0.106551,2014-01-01,9.91
M5,01303_1,raw,0.670185,1.28424,0.062242,0.135157,0.09129,7511,0.065504,0.061895,2009-02-02,14.83
M5,01303_1,clean,0.705702,1.300107,0.061434,0.117751,0.082381,7019,0.065504,0.060775,2009-02-02,14.83
M5,01303_1,clean_exkl_curt,0.68655,1.307628,0.060402,0.116398,0.081165,7019,0.065504,0.060775,2009-02-02,14.83
M5,01303_2,raw,0.712283,1.186012,0.038136,0.115775,0.075847,7511,0.080149,0.03715,2001-11-23,22.02
M5,01303_2,clean,0.770225,1.184923,0.035691,0.093533,0.06501,6909,0.080149,0.033983,2001-11-23,22.02
M5,01303_2,clean_exkl_curt,0.758397,1.185603,0.034449,0.091923,0.063638,6909,0.080149,0.033983,2001-11-23,22.02
M5,02483,raw,0.686255,0.914162,0.039791,0.201537,0.134205,7512,0.187167,-0.039791,2015-12-01,8.0
M5,02483,clean,0.876208,0.886615,0.051189,0.13095,0.092428,6106,0.187167,-0.051189,2015-12-01,8.0
M5,02483,clean_exkl_curt,0.871416,0.882408,0.052058,0.13231,0.093309,6106,0.187167,-0.051189,2015-12-01,8.0
M5,04745,raw,0.66725,1.146104,0.019118,0.080836,0.045553,7501,0.012398,0.01572,2003-06-01,20.5
M5,04745,clean,0.719428,1.129025,0.017445,0.071941,0.042704,7408,0.012398,0.013658,2003-06-01,20.5
M5,04745,clean_exkl_curt,0.704623,1.132757,0.017007,0.067727,0.040293,7408,0.012398,0.013658,2003-06-01,20.5
M5,05347,raw,0.619611,1.07738,0.035636,0.185601,0.115165,7511,0.228731,0.020964,2018-07-01,5.42
M5,05347,clean,0.837566,0.962001,0.042052,0.113631,0.076083,5793,0.228731,-0.009767,2018-07-01,5.42
M5,05347,clean_exkl_curt,0.8267,0.956427,0.042719,0.113926,0.07642,5793,0.228731,-0.009767,2018-07-01,5.42
M5,05426,raw,0.577596,1.137724,0.038902,0.199123,0.125449,7512,0.156816,0.038898,2016-09-26,7.18
M5,05426,clean,0.757446,1.106098,0.035194,0.146752,0.098965,6334,0.156816,0.030948,2016-09-26,7.18
M5,05426,clean_exkl_curt,0.746557,1.106488,0.035217,0.147197,0.099277,6334,0.156816,0.030948,2016-09-26,7.18
M5,07374,raw,0.689093,1.06323,0.012483,0.116761,0.070126,7512,0.031949,0.012154,2002-05-17,21.54
M5,07374,clean,0.762844,1.028693,0.007686,0.101939,0.064825,7272,0.031949,0.00567,2002-05-17,21.54
M5,07374,clean_exkl_curt,0.76545,1.020793,0.006124,0.097914,0.062431,7272,0.031949,0.00567,2002-05-17,21.54
M5_hybgate,00198_1,raw,0.435341,0.981057,0.03399,0.206443,0.131485,7512,0.09558,-0.005106,2013-09-01,10.25
M5_hybgate,00198_1,clean,0.585329,0.938627,0.040322,0.173324,0.11579,6794,0.09558,-0.01699,2013-09-01,10.25
M5_hybgate,00198_1,clean_exkl_curt,0.561765,0.928633,0.041023,0.173191,0.115469,6794,0.09558,-0.01699,2013-09-01,10.25
M5_hybgate,00198_2,raw,0.697766,0.918553,0.049672,0.184548,0.123009,3649,0.207728,-0.029428,2018-12-13,4.97
M5_hybgate,00198_2,clean,0.847292,0.902589,0.04792,0.128902,0.088832,2891,0.207728,-0.032995,2018-12-13,4.97
M5_hybgate,00198_2,clean_exkl_curt,0.842488,0.89902,0.048563,0.129654,0.089267,2891,0.207728,-0.032995,2018-12-13,4.97
M5_hybgate,00282,raw,-0.083581,1.179059,0.065808,0.342271,0.224243,7512,0.179446,0.064357,2017-02-20,6.78
M5_hybgate,00282,clean,0.166773,1.193828,0.06987,0.291515,0.185774,6164,0.179446,0.067327,2017-02-20,6.78
M5_hybgate,00282,clean_exkl_curt,0.156533,1.197099,0.070883,0.292031,0.186767,6164,0.179446,0.067327,2017-02-20,6.78
M5_hybgate,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M5_hybgate,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M5_hybgate,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M5_hybgate,01200_1,raw,0.196967,1.427069,0.117397,0.261533,0.148704,7512,0.127396,0.117397,2012-01-01,11.92
M5_hybgate,01200_1,clean,0.745266,1.264498,0.074002,0.142168,0.098237,6555,0.127396,0.073149,2012-01-01,11.92
M5_hybgate,01200_1,clean_exkl_curt,0.728404,1.274858,0.073818,0.14227,0.098253,6555,0.127396,0.073149,2012-01-01,11.92
M5_hybgate,01200_2,raw,0.465324,1.40984,0.117084,0.21276,0.136602,7512,0.140176,0.117079,2014-01-01,9.91
M5_hybgate,01200_2,clean,0.571587,1.422526,0.104878,0.171705,0.115827,6459,0.140176,0.104799,2014-01-01,9.91
M5_hybgate,01200_2,clean_exkl_curt,0.544009,1.439629,0.104978,0.17164,0.11564,6459,0.140176,0.104799,2014-01-01,9.91
M5_hybgate,01303_1,raw,0.670185,1.28424,0.062242,0.135157,0.09129,7511,0.065504,0.061895,2009-02-02,14.83
M5_hybgate,01303_1,clean,0.705702,1.300107,0.061434,0.117751,0.082381,7019,0.065504,0.060775,2009-02-02,14.83
M5_hybgate,01303_1,clean_exkl_curt,0.68655,1.307628,0.060402,0.116398,0.081165,7019,0.065504,0.060775,2009-02-02,14.83
M5_hybgate,01303_2,raw,0.782296,1.030303,0.010416,0.100708,0.064949,7511,0.080149,0.006052,2001-11-23,22.02
M5_hybgate,01303_2,clean,0.848226,1.016225,0.007796,0.076017,0.053601,6909,0.080149,0.002982,2001-11-23,22.02
M5_hybgate,01303_2,clean_exkl_curt,0.83954,1.013769,0.007322,0.074913,0.052643,6909,0.080149,0.002982,2001-11-23,22.02
M5_hybgate,02483,raw,0.509442,1.075062,0.049012,0.252007,0.15912,7512,0.160676,0.034795,2015-12-01,8.0
M5_hybgate,02483,clean,0.759022,1.076514,0.050178,0.180022,0.11502,6305,0.160676,0.034267,2015-12-01,8.0
M5_hybgate,02483,clean_exkl_curt,0.764731,1.081245,0.050328,0.176224,0.114074,6305,0.160676,0.034267,2015-12-01,8.0
M5_hybgate,04745,raw,0.736714,0.996935,0.005956,0.071905,0.041159,7501,0.012398,-0.00033,2003-06-01,20.5
M5_hybgate,04745,clean,0.780603,0.979962,0.005527,0.063616,0.038549,7408,0.012398,-0.002121,2003-06-01,20.5
M5_hybgate,04745,clean_exkl_curt,0.772909,0.981578,0.005877,0.059384,0.036084,7408,0.012398,-0.002121,2003-06-01,20.5
M5_hybgate,05347,raw,0.556187,1.138085,0.048999,0.200478,0.124333,7511,0.228731,0.03741,2018-07-01,5.42
M5_hybgate,05347,clean,0.788348,1.022016,0.051898,0.129709,0.085393,5793,0.228731,0.005659,2018-07-01,5.42
M5_hybgate,05347,clean_exkl_curt,0.775882,1.017219,0.051962,0.129558,0.085468,5793,0.228731,0.005659,2018-07-01,5.42
M5_hybgate,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M5_hybgate,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
M5_hybgate,05426,clean_exkl_curt,0.753059,1.094851,0.03467,0.145296,0.098054,6334,0.156816,0.027648,2016-09-26,7.18
M5_hybgate,07374,raw,0.689093,1.06323,0.012483,0.116761,0.070126,7512,0.031949,0.012154,2002-05-17,21.54
M5_hybgate,07374,clean,0.762844,1.028693,0.007686,0.101939,0.064825,7272,0.031949,0.00567,2002-05-17,21.54
M5_hybgate,07374,clean_exkl_curt,0.76545,1.020793,0.006124,0.097914,0.062431,7272,0.031949,0.00567,2002-05-17,21.54
M5all,00198_1,raw,0.435341,0.981057,0.03399,0.206443,0.131485,7512,0.09558,-0.005106,2013-09-01,10.25
M5all,00198_1,clean,0.585329,0.938627,0.040322,0.173324,0.11579,6794,0.09558,-0.01699,2013-09-01,10.25
M5all,00198_1,clean_exkl_curt,0.561765,0.928633,0.041023,0.173191,0.115469,6794,0.09558,-0.01699,2013-09-01,10.25
M5all,00198_2,raw,0.697766,0.918553,0.049672,0.184548,0.123009,3649,0.207728,-0.029428,2018-12-13,4.97
M5all,00198_2,clean,0.847292,0.902589,0.04792,0.128902,0.088832,2891,0.207728,-0.032995,2018-12-13,4.97
M5all,00198_2,clean_exkl_curt,0.842488,0.89902,0.048563,0.129654,0.089267,2891,0.207728,-0.032995,2018-12-13,4.97
M5all,00282,raw,0.51075,0.832568,0.063886,0.229988,0.151047,7512,0.14976,-0.060179,2017-02-20,6.78
M5all,00282,clean,0.670509,0.741045,0.091845,0.186844,0.125093,6387,0.14976,-0.091844,2017-02-20,6.78
M5all,00282,clean_exkl_curt,0.664919,0.737988,0.092378,0.187269,0.125593,6387,0.14976,-0.091844,2017-02-20,6.78
M5all,00298,raw,0.483726,1.302011,0.106447,0.23715,0.147565,7512,0.170261,0.106446,2016-12-01,7.0
M5all,00298,clean,0.776101,1.215298,0.075742,0.153564,0.104559,6233,0.170261,0.075293,2016-12-01,7.0
M5all,00298,clean_exkl_curt,0.767001,1.223782,0.076825,0.154768,0.105574,6233,0.170261,0.075293,2016-12-01,7.0
M5all,01200_1,raw,0.241494,1.390964,0.107473,0.254179,0.142758,7512,0.127396,0.107473,2012-01-01,11.92
M5all,01200_1,clean,0.773752,1.230125,0.064509,0.133984,0.092714,6555,0.127396,0.063643,2012-01-01,11.92
M5all,01200_1,clean_exkl_curt,0.758314,1.240159,0.064617,0.134207,0.092824,6555,0.127396,0.063643,2012-01-01,11.92
M5all,01200_2,raw,0.508482,1.386663,0.110463,0.203993,0.130804,7512,0.140176,0.110458,2014-01-01,9.91
M5all,01200_2,clean,0.620421,1.397734,0.098728,0.161623,0.109959,6459,0.140176,0.09865,2014-01-01,9.91
M5all,01200_2,clean_exkl_curt,0.595389,1.414702,0.09903,0.161681,0.10992,6459,0.140176,0.09865,2014-01-01,9.91
M5all,01303_1,raw,0.670185,1.28424,0.062242,0.135157,0.09129,7511,0.065504,0.061895,2009-02-02,14.83
M5all,01303_1,clean,0.705702,1.300107,0.061434,0.117751,0.082381,7019,0.065504,0.060775,2009-02-02,14.83
M5all,01303_1,clean_exkl_curt,0.68655,1.307628,0.060402,0.116398,0.081165,7019,0.065504,0.060775,2009-02-02,14.83
M5all,01303_2,raw,0.782296,1.030303,0.010416,0.100708,0.064949,7511,0.080149,0.006052,2001-11-23,22.02
M5all,01303_2,clean,0.848226,1.016225,0.007796,0.076017,0.053601,6909,0.080149,0.002982,2001-11-23,22.02
M5all,01303_2,clean_exkl_curt,0.83954,1.013769,0.007322,0.074913,0.052643,6909,0.080149,0.002982,2001-11-23,22.02
M5all,02483,raw,0.686255,0.914162,0.039791,0.201537,0.134205,7512,0.187167,-0.039791,2015-12-01,8.0
M5all,02483,clean,0.876208,0.886615,0.051189,0.13095,0.092428,6106,0.187167,-0.051189,2015-12-01,8.0
M5all,02483,clean_exkl_curt,0.871416,0.882408,0.052058,0.13231,0.093309,6106,0.187167,-0.051189,2015-12-01,8.0
M5all,04745,raw,0.736714,0.996935,0.005956,0.071905,0.041159,7501,0.012398,-0.00033,2003-06-01,20.5
M5all,04745,clean,0.780603,0.979962,0.005527,0.063616,0.038549,7408,0.012398,-0.002121,2003-06-01,20.5
M5all,04745,clean_exkl_curt,0.772909,0.981578,0.005877,0.059384,0.036084,7408,0.012398,-0.002121,2003-06-01,20.5
M5all,05347,raw,0.62154,1.071841,0.035363,0.18513,0.114914,7511,0.228731,0.019463,2018-07-01,5.42
M5all,05347,clean,0.838536,0.956517,0.04225,0.113291,0.075917,5793,0.228731,-0.011177,2018-07-01,5.42
M5all,05347,clean_exkl_curt,0.827685,0.950773,0.042956,0.113602,0.076267,5793,0.228731,-0.011177,2018-07-01,5.42
M5all,05426,raw,0.58346,1.126174,0.035909,0.197736,0.124313,7512,0.156816,0.035636,2016-09-26,7.18
M5all,05426,clean,0.76365,1.094785,0.034561,0.144863,0.09775,6334,0.156816,0.027648,2016-09-26,7.18
